# date and time: 2022-05-23T13:05:38.809
# host: surt2.cs.umt.edu with 20  processes: 
# 5420.143231 seconds
# funcs: Func[Func(&, 2, "AND"), Func(|, 2, "OR"), Func(xor, 2, "XOR"), Func(Main.CGP.Nand, 2, "NAND"), Func(Main.CGP.Nor, 2, "NOR")]
# use_lincircuit: false
# maxreps: 200
# iter_maxreps: 100
# numinputs: 4
# numoutputs: 1
# numinteriors: 11
# numlevelsback: 8
# max_steps: 600000
goal,numinputs,numoutputs,numints,numlevsback,maxsteps,ntries,nsuccesses,avg_steps,log_avg_steps,robustness,evo_count,nactive,complexity,degeneracy,sumsteps,sumtries
UInt16[0x48b4],4,1,11,8,600000,100.0,100.0,6552.58,3.8163639827294706,0.3148595505617977,3044.0,8.15,7.025413376449983,2.3884031450993684,0.0,0.0
UInt16[0x48f1],4,1,11,8,600000,100.0,100.0,19318.015,4.285094484309322,0.2696629213483146,3734.0,8.594999999999999,7.153118450186749,2.6065153202304923,0.0,0.0
UInt16[0x4933],4,1,11,8,600000,100.0,100.0,6909.29,3.8391467280404887,0.3427808988764045,2634.0,7.915,6.43140160136115,2.538272698736925,0.0,0.0
UInt16[0x495a],4,1,11,8,600000,100.0,100.0,7222.17,3.857324360378269,0.3373314606741573,2688.0,8.004999999999999,6.51355417203231,2.488644049200558,0.0,0.0
UInt16[0x498e],4,1,11,8,600000,100.0,100.0,24434.985,4.38797912477,0.22480337078651685,4298.0,8.99,7.754866228600466,2.6285575292065184,0.0,0.0
UInt16[0x4a9d],4,1,11,8,600000,100.0,100.0,30974.71,4.490727228172796,0.20831460674157304,4809.0,9.105,7.915354375165743,2.5533244582635946,0.0,0.0
UInt16[0x4b71],4,1,11,8,600000,100.0,100.0,21704.87,4.33634975589837,0.20957865168539325,5055.0,9.11,7.822208451823359,2.612677457323837,0.0,0.0
UInt16[0x4be7],4,1,11,8,600000,100.0,100.0,14571.310000000001,4.161117155100648,0.23730337078651687,4456.0,8.865,7.655084760988954,2.445400489807948,0.0,0.0
UInt16[0x4c56],4,1,11,8,600000,100.0,100.0,14814.825,4.1706951139513855,0.2764325842696629,3447.0,8.535,6.925647511108811,2.593322230891488,0.0,0.0
UInt16[0x4c71],4,1,11,8,600000,100.0,100.0,18760.08,4.26707639101561,0.2578932584269663,3614.0,8.72,7.217768302321048,2.7172737404004113,0.0,0.0
UInt16[0x4cf6],4,1,11,8,600000,100.0,100.0,13855.67,4.139602340717502,0.2786797752808989,3750.0,8.48,6.857142777719869,2.582161495123956,0.0,0.0
UInt16[0x4d04],4,1,11,8,600000,100.0,100.0,8120.164999999999,3.907810135626553,0.3060955056179775,2930.0,8.22,6.163506528237388,2.5590799689594648,0.0,0.0
UInt16[0x4e14],4,1,11,8,600000,100.0,100.0,6812.96,3.8321107549196327,0.2869662921348315,3053.0,8.425,7.017931758590219,2.4922951900851418,0.0,0.0
UInt16[0x4f29],4,1,11,8,600000,100.0,100.0,19060.86,4.280115495735041,0.26157303370786517,3757.0,8.645,7.38992099475053,2.522768609531894,0.0,0.0
UInt16[0x4fc5],4,1,11,8,600000,100.0,100.0,5200.08,3.7156087719118016,0.3233988764044944,2291.0,8.17,6.466554418219594,2.6750288885194973,0.0,0.0
UInt16[0x4ff3],4,1,11,8,600000,100.0,100.0,5179.0650000000005,3.714251357766729,0.3900280898876405,2136.0,7.605,5.963423576806424,2.4439739252834216,0.0,0.0
UInt16[0x5073],4,1,11,8,600000,100.0,100.0,1119.295,3.048423527426973,0.4454494382022472,1414.0,7.14,5.362793892372742,2.8447807630823676,0.0,0.0
UInt16[0x50a3],4,1,11,8,600000,100.0,100.0,3037.21,3.4810398688857056,0.3587078651685393,2203.0,7.84,6.233962991459144,2.510106645809122,0.0,0.0
UInt16[0x530b],4,1,11,8,600000,100.0,100.0,9166.564999999999,3.9620919237745547,0.33435393258426965,2388.0,7.945,6.407207967183038,2.7265350136327813,0.0,0.0
UInt16[0x538d],4,1,11,8,600000,100.0,100.0,21035.97,4.321024403092709,0.2057022471910112,5058.0,9.17,7.908964390658722,2.632017900064512,0.0,0.0
UInt16[0x5471],4,1,11,8,600000,100.0,100.0,8140.34,3.9103508152601822,0.3122191011235955,3048.0,8.22,6.490235914730004,2.662732897372533,0.0,0.0
UInt16[0x5572],4,1,11,8,600000,100.0,100.0,2609.745,3.413982415009434,0.3873033707865169,1770.0,7.555,5.760378668576424,2.6989288580422826,0.0,0.0
UInt16[0x5652],4,1,11,8,600000,100.0,100.0,4500.09,3.650012169807197,0.39974719101123596,1976.0,7.455,5.803466820250071,2.4438574922188288,0.0,0.0
UInt16[0x56b3],4,1,11,8,600000,100.0,100.0,17816.32,4.250447165219793,0.2612359550561798,4006.0,8.614999999999998,7.451005580977027,2.443918057047691,0.0,0.0
UInt16[0x56b7],4,1,11,8,600000,100.0,100.0,10684.779999999999,4.028655028024204,0.2909269662921348,3388.0,8.399999999999999,7.098275866231607,2.4125032362961516,0.0,0.0
UInt16[0x56df],4,1,11,8,600000,100.0,100.0,6606.4400000000005,3.817285257548836,0.34651685393258425,2521.0,7.875,6.265118489591386,2.2874646604633733,0.0,0.0
UInt16[0x575c],4,1,11,8,600000,100.0,100.0,4849.15,3.685311220254623,0.36730337078651687,2177.0,7.745,6.0834813274842965,2.641732367858819,0.0,0.0
UInt16[0x57d2],4,1,11,8,600000,100.0,100.0,12728.29,4.104673850963813,0.30426966292134827,3322.0,8.235,6.6492354130861955,2.495590136898073,0.0,0.0
UInt16[0x57fc],4,1,11,8,600000,100.0,100.0,2072.2650000000003,3.3149252640620888,0.42109550561797754,1680.0,7.25,5.576511209702491,2.408627048754716,0.0,0.0
UInt16[0x5805],4,1,11,8,600000,100.0,100.0,8114.815,3.907045413561232,0.3795786516853933,2236.0,7.619999999999999,5.816508717410299,2.3495354357064806,0.0,0.0
UInt16[0x589f],4,1,11,8,600000,100.0,100.0,21791.095,4.338278621218851,0.23064606741573035,4307.0,8.905,7.598651558978154,2.5766796223471715,0.0,0.0
UInt16[0x5a18],4,1,11,8,600000,100.0,100.0,3873.465,3.5875181178216113,0.4061516853932584,1877.0,7.25,5.68717298899919,2.433318235527692,0.0,0.0
UInt16[0x5a9e],4,1,11,8,600000,100.0,100.0,7924.889999999999,3.8983307096406925,0.31800561797752813,2933.0,8.165,6.630368334910168,2.466214911101753,0.0,0.0
UInt16[0x5b57],4,1,11,8,600000,100.0,100.0,4221.41,3.623697513134858,0.3714325842696629,2126.0,7.745,5.883905810034237,2.4886090687517317,0.0,0.0
UInt16[0x5bbc],4,1,11,8,600000,100.0,100.0,22805.925,4.35649502265341,0.22151685393258425,4722.0,9.02,7.934575026655827,2.4503513133796533,0.0,0.0
UInt16[0x5c88],4,1,11,8,600000,100.0,100.0,7584.125,3.8797439152272784,0.32615168539325845,2396.0,8.06,6.295649164400971,2.6268093731187623,0.0,0.0
UInt16[0x5cb2],4,1,11,8,600000,100.0,100.0,13387.45,4.126223487845845,0.2721629213483146,3698.0,8.505,7.244789918230321,2.5039002254230365,0.0,0.0
UInt16[0x5cbb],4,1,11,8,600000,100.0,100.0,12862.265,4.1090812854123095,0.26977528089887637,3523.0,8.59,7.3333134721775135,2.5589211083864103,0.0,0.0
UInt16[0x5cec],4,1,11,8,600000,100.0,100.0,4591.92,3.659945910314346,0.3777808988764045,2068.0,7.62,5.911497701901249,2.659956523134179,0.0,0.0
UInt16[0x5e38],4,1,11,8,600000,100.0,100.0,14709.775000000001,4.1644233549070915,0.2475561797752809,4124.0,8.76,7.553602490307438,2.545974836374907,0.0,0.0
UInt16[0x5ecd],4,1,11,8,600000,100.0,100.0,8927.25,3.9489525358593385,0.28042134831460674,3444.0,8.465,6.902288200448303,2.5239182267151374,0.0,0.0
UInt16[0x5f2a],4,1,11,8,600000,100.0,100.0,4612.455,3.6627139008654606,0.4047752808988764,1776.0,7.275,5.595457793464382,2.6233285368236015,0.0,0.0
UInt16[0x5f31],4,1,11,8,600000,100.0,100.0,6614.585,3.8173166718693414,0.3406741573033708,2118.0,7.925,6.154181071619487,2.712109071657533,0.0,0.0
UInt16[0x5f5c],4,1,11,8,600000,100.0,100.0,979.285,2.9907066440003076,0.4641011235955056,1403.0,6.92,5.063405202684059,2.5952405302951647,0.0,0.0
UInt16[0x60c8],4,1,11,8,600000,100.0,100.0,5264.280000000001,3.7212972089972363,0.34735955056179774,2134.0,7.865,6.220985600029424,2.3533399501841243,0.0,0.0
UInt16[0x60dd],4,1,11,8,600000,100.0,100.0,13398.425,4.124700705057004,0.27884831460674153,3213.0,8.530000000000001,7.007690075057156,2.7231026697020426,0.0,0.0
UInt16[0x61a1],4,1,11,8,600000,100.0,100.0,5827.705,3.7648177598510824,0.3401123595505618,2397.0,8.02,6.494764045546422,2.40382807484211,0.0,0.0
UInt16[0x61a4],4,1,11,8,600000,100.0,100.0,18752.885000000002,4.272370353806643,0.26724719101123595,3677.0,8.61,7.353571128222919,2.4635138683559816,0.0,0.0
UInt16[0x637a],4,1,11,8,600000,100.0,100.0,14729.95,4.16817632809168,0.2694943820224719,4018.0,8.54,7.250684367882881,2.424506397960637,0.0,0.0
UInt16[0x63c6],4,1,11,8,600000,100.0,100.0,4687.285,3.670471795238641,0.32331460674157303,2892.0,8.120000000000001,6.722999260172601,2.3206984151470333,0.0,0.0
UInt16[0x6406],4,1,11,8,600000,100.0,100.0,4865.88,3.6857628015785027,0.3628370786516854,2135.0,7.715,6.126361926504483,2.3515063347133145,0.0,0.0
UInt16[0x6589],4,1,11,8,600000,100.0,100.0,16994.915,4.229206775629365,0.27426966292134836,3424.0,8.6,7.341410733014079,2.3893526439074897,0.0,0.0
UInt16[0x6621],4,1,11,8,600000,100.0,100.0,6096.91,3.785051616763343,0.33193820224719106,2679.0,8.09,6.753644880546711,2.448828653135121,0.0,0.0
UInt16[0x66fb],4,1,11,8,600000,100.0,100.0,8980.035,3.950575106168891,0.3703932584269663,2283.0,7.65,6.244918997664543,2.3097673329375246,0.0,0.0
UInt16[0x6780],4,1,11,8,600000,100.0,100.0,17908.370000000003,4.251275303491427,0.28797752808988764,3105.0,8.425,6.9617643855913,2.452065417011194,0.0,0.0
UInt16[0x67f0],4,1,11,8,600000,100.0,100.0,13716.02,4.136150533846653,0.3241011235955056,2751.0,8.13,6.638657912618532,2.6250684247910794,0.0,0.0
UInt16[0x686c],4,1,11,8,600000,100.0,100.0,8872.96,3.9476465752691516,0.3798033707865168,2456.0,7.575,5.923090448139543,2.313647314043843,0.0,0.0
UInt16[0x696f],4,1,11,8,600000,100.0,100.0,2376.4449999999997,3.375795623209838,0.42182584269662926,1932.0,7.125,5.865492477263228,2.27871964068497,0.0,0.0
UInt16[0x6a2d],4,1,11,8,600000,100.0,100.0,18694.379999999997,4.270726144441575,0.2230056179775281,4258.0,9.02,7.708743598208004,2.4440236435336065,0.0,0.0
UInt16[0x6aae],4,1,11,8,600000,100.0,100.0,10716.395,4.027922408195965,0.32702247191011236,2952.0,8.09,6.336551908603566,2.4134801847894023,0.0,0.0
UInt16[0x6b1c],4,1,11,8,600000,100.5,100.0,15273.185000000001,4.167280017019355,0.24210674157303372,4123.0,8.79,7.767021586342617,2.4321564986886908,0.0,0.0
UInt16[0x6b31],4,1,11,8,600000,100.0,100.0,11948.46,4.076941203929135,0.2643258426966292,3582.0,8.645,7.283737703493026,2.440991808529328,0.0,0.0
UInt16[0x6c23],4,1,11,8,600000,100.0,100.0,13220.720000000001,4.1164621211183245,0.29359550561797754,3289.0,8.425,7.000844054842185,2.5007916434281987,0.0,0.0
UInt16[0x6c76],4,1,11,8,600000,100.0,100.0,22509.565,4.34978956871025,0.2575561797752809,3958.0,8.684999999999999,7.249330584191896,2.4143917240076798,0.0,0.0
UInt16[0x6c87],4,1,11,8,600000,100.0,100.0,15726.529999999999,4.19659313796488,0.23053370786516852,4289.0,8.98,7.80180836029421,2.454083329106686,0.0,0.0
UInt16[0x6cd3],4,1,11,8,600000,100.0,100.0,12349.3,4.091092792009007,0.3171629213483146,2962.0,8.19,6.877601529939468,2.3705309708670157,0.0,0.0
UInt16[0x6de1],4,1,11,8,600000,100.0,100.0,9420.58,3.9739758218883257,0.29797752808988764,2931.0,8.3,6.972652055467238,2.4440950778333455,0.0,0.0
UInt16[0x6e1b],4,1,11,8,600000,100.0,100.0,11826.814999999999,4.0706963160423335,0.28036516853932586,3063.0,8.524999999999999,6.990910734672375,2.6167050678617887,0.0,0.0
UInt16[0x6ebb],4,1,11,8,600000,100.0,100.0,7244.88,3.8591383636273076,0.3825280898876404,1988.0,7.574999999999999,5.954127394855034,2.295443779513956,0.0,0.0
UInt16[0x6fb0],4,1,11,8,600000,100.0,100.0,10283.5,4.0068666184938255,0.31412921348314604,3158.0,8.2,6.638379810281041,2.5015889787712657,0.0,0.0
UInt16[0x6fd2],4,1,11,8,600000,100.0,100.0,21114.84,4.322522779309396,0.24117977528089887,4257.0,8.844999999999999,7.697394401459534,2.485479504696724,0.0,0.0
UInt16[0x6feb],4,1,11,8,600000,100.0,100.0,6630.6,3.8215478691070013,0.35300561797752805,2045.0,7.835,6.547007148163576,2.1031820756079185,0.0,0.0
UInt16[0x707b],4,1,11,8,600000,100.0,100.0,6412.75,3.8066584560809646,0.35441011235955056,2172.0,7.79,6.0034703325882,2.6626896541006353,0.0,0.0
UInt16[0x70af],4,1,11,8,600000,100.0,100.0,5596.66,3.7477369749285105,0.3818539325842697,2197.0,7.58,6.0409264584706,2.550266143353941,0.0,0.0
UInt16[0x7174],4,1,11,8,600000,100.0,100.0,4992.45,3.6973313275602386,0.3518258426966292,2349.0,7.869999999999999,6.196165356932617,2.676028628399466,0.0,0.0
UInt16[0x7199],4,1,11,8,600000,100.0,100.0,9361.095000000001,3.9712440181528272,0.30755617977528094,2745.0,8.21,6.722363880215591,2.6616998787286095,0.0,0.0
UInt16[0x71b6],4,1,11,8,600000,100.0,100.0,21118.155,4.323390008675672,0.24924157303370786,4286.0,8.765,7.4185294320448865,2.6150119692334544,0.0,0.0
UInt16[0x71d9],4,1,11,8,600000,100.0,100.0,9791.255000000001,3.9896683898103094,0.2780056179775281,3038.0,8.5,7.031886008194835,2.631443911583332,0.0,0.0
UInt16[0x72d1],4,1,11,8,600000,100.0,100.0,10776.66,4.032322352378268,0.269438202247191,3304.0,8.615,7.065324179483471,2.7306090454429794,0.0,0.0
UInt16[0x739d],4,1,11,8,600000,100.0,100.0,5311.030000000001,3.722393164860504,0.3153089887640449,2764.0,8.135,6.701609679303758,2.397636929066968,0.0,0.0
UInt16[0x745f],4,1,11,8,600000,100.0,100.0,10652.305,4.027360508990451,0.32075842696629214,2516.0,8.149999999999999,6.401366608748204,2.578365991403164,0.0,0.0
UInt16[0x7690],4,1,11,8,600000,100.0,100.0,15189.085,4.175270877006838,0.2930337078651686,3276.0,8.36,7.047731787467555,2.6057806818567366,0.0,0.0
UInt16[0x76a0],4,1,11,8,600000,100.0,100.0,17113.495,4.227884906534166,0.30112359550561796,2939.0,8.27,6.647904501587689,2.729646507106679,0.0,0.0
UInt16[0x7783],4,1,11,8,600000,100.0,100.0,8297.960000000001,3.9168556856195664,0.34730337078651685,2370.0,7.869999999999999,6.280367414725716,2.5698126521554574,0.0,0.0
UInt16[0x7794],4,1,11,8,600000,100.0,100.0,18533.800000000003,4.266841617836478,0.25199438202247193,3835.0,8.73,7.384715686966155,2.5455769926361356,0.0,0.0
UInt16[0x77a7],4,1,11,8,600000,100.0,100.0,4267.44,3.627560595947406,0.35058988764044946,2138.0,7.955,6.183424928385593,2.369075281320386,0.0,0.0
UInt16[0x77b4],4,1,11,8,600000,100.0,100.0,2933.2250000000004,3.467208637428549,0.392191011235955,2208.0,7.34,6.059908439600772,2.301870963920211,0.0,0.0
UInt16[0x77eb],4,1,11,8,600000,100.0,100.0,4393.35,3.642398021119508,0.36101123595505613,2277.0,7.885,6.2025361895323,2.16947198905679,0.0,0.0
UInt16[0x78b3],4,1,11,8,600000,100.0,100.0,13490.64,4.130029398532166,0.2748595505617977,3230.0,8.525,7.183709978294242,2.4420176440406816,0.0,0.0
UInt16[0x78cd],4,1,11,8,600000,100.0,100.0,21433.78,4.330100786904254,0.24064606741573033,4107.0,8.81,7.482965154453478,2.493620137800276,0.0,0.0
UInt16[0x7906],4,1,11,8,600000,100.0,100.0,16854.93,4.226126602166525,0.2562921348314607,3852.0,8.690000000000001,7.513869593610108,2.426491800931196,0.0,0.0
UInt16[0x7954],4,1,11,8,600000,100.0,100.0,18035.42,4.255562455012296,0.2610674157303371,3949.0,8.64,7.2398466323877155,2.517592661596705,0.0,0.0
UInt16[0x7a4f],4,1,11,8,600000,100.0,100.0,10853.525,4.03504871076079,0.26584269662921345,3570.0,8.64,7.327745961725878,2.531811269026664,0.0,0.0
UInt16[0x7b34],4,1,11,8,600000,100.0,100.0,16790.6,4.224835075648331,0.24893258426966292,3858.0,8.780000000000001,7.358315951888351,2.578070967516912,0.0,0.0
UInt16[0x7b42],4,1,11,8,600000,100.0,100.0,15537.105,4.191351259016951,0.24264044943820223,3997.0,8.835,7.479065182831376,2.7280440282583203,0.0,0.0
UInt16[0x7b9c],4,1,11,8,600000,100.0,100.0,17471.565000000002,4.241983554062309,0.2385112359550562,4198.0,8.870000000000001,7.759968782881129,2.5115639021434286,0.0,0.0
UInt16[0x7bd7],4,1,11,8,600000,100.0,100.0,9307.44,3.9683886966275166,0.28921348314606743,3427.0,8.35,7.170468997649842,2.1721559376441304,0.0,0.0
UInt16[0x7be2],4,1,11,8,600000,100.0,100.0,5409.455,3.7286331839609863,0.3153932584269663,2645.0,8.22,6.732187146228668,2.4343744087848984,0.0,0.0
UInt16[0x7c69],4,1,11,8,600000,100.0,100.0,7305.09,3.863042357052767,0.33702247191011236,2693.0,7.995,6.671918603642299,2.3250091539610933,0.0,0.0
UInt16[0x7d1c],4,1,11,8,600000,100.0,100.0,14622.265,4.164259478198968,0.2941011235955056,2721.0,8.43,6.695918542954976,2.8101744899814336,0.0,0.0
UInt16[0x7d6b],4,1,11,8,600000,100.0,100.0,8182.48,3.9125997758734012,0.2982584269662921,3146.0,8.34,7.060639568810302,2.3022631973641543,0.0,0.0
UInt16[0x7d78],4,1,11,8,600000,100.0,100.0,2284.875,3.358635327875851,0.3760674157303371,2064.0,7.725,6.0700466651443215,2.5051035676168287,0.0,0.0
UInt16[0x7e18],4,1,11,8,600000,100.0,100.0,6176.46,3.789962525508363,0.31252808988764047,3047.0,8.225,6.982445747228185,2.5817999354226653,0.0,0.0
UInt16[0x7e66],4,1,11,8,600000,100.0,100.0,3282.69,3.514711505803322,0.42530898876404494,1894.0,7.145,5.567157619113343,2.487763377993411,0.0,0.0
UInt16[0x7ef0],4,1,11,8,600000,100.0,100.0,6694.76,3.8255981783973194,0.38533707865168537,1930.0,7.529999999999999,6.051108033814836,2.5646789032271107,0.0,0.0
UInt16[0x7f98],4,1,11,8,600000,100.0,100.0,26499.385000000002,4.4196486219206434,0.2749157303370786,3505.0,8.575,7.064840266499307,2.5004616046478727,0.0,0.0
UInt16[0x7fb0],4,1,11,8,600000,100.0,100.0,4600.93,3.66004826200058,0.3832303370786517,1956.0,7.574999999999999,5.662787259155655,2.546050669928834,0.0,0.0
UInt16[0x800d],4,1,11,8,600000,100.0,100.0,7361.54,3.866824554536576,0.37179775280898875,1929.0,7.734999999999999,5.906436490845039,2.2325775547038784,0.0,0.0
UInt16[0x81e4],4,1,11,8,600000,100.0,100.0,14352.39,4.156351445348525,0.22525280898876404,4151.0,9.030000000000001,7.561395166736581,2.6342553765701444,0.0,0.0
UInt16[0x8241],4,1,11,8,600000,100.0,100.0,1376.26,3.1371324379021175,0.4840449438202247,1434.0,6.654999999999999,5.003183793476283,2.205084202599142,0.0,0.0
UInt16[0x82f8],4,1,11,8,600000,100.0,100.0,12918.33,4.103020930730599,0.29356741573033707,2796.0,8.355,6.684691952677765,2.7382254452215467,0.0,0.0
UInt16[0x82fd],4,1,11,8,600000,100.0,100.0,10545.905,4.021280296081763,0.3160955056179775,2948.0,8.219999999999999,6.515597482915305,2.3610193900431145,0.0,0.0
UInt16[0x834d],4,1,11,8,600000,100.0,100.0,30902.269999999997,4.48944084008639,0.23632022471910114,4377.0,8.885,7.677152443349271,2.5489685674651863,0.0,0.0
UInt16[0x841a],4,1,11,8,600000,100.0,100.0,11335.52,4.052803376625201,0.2877247191011236,3171.0,8.41,7.239000944239137,2.3687456945295167,0.0,0.0
UInt16[0x8446],4,1,11,8,600000,100.0,100.0,16558.184999999998,4.218385526940919,0.316938202247191,2932.0,8.085,6.607388312697058,2.217216595741628,0.0,0.0
UInt16[0x8479],4,1,11,8,600000,100.0,100.0,20704.61,4.307670018436372,0.25266853932584266,3916.0,8.735,7.617203008203138,2.4628550592674228,0.0,0.0
UInt16[0x84ec],4,1,11,8,600000,100.0,100.0,12536.695,4.098149108255434,0.31362359550561797,3070.0,8.175,6.391736068536776,2.6550300647600755,0.0,0.0
UInt16[0x8507],4,1,11,8,600000,100.0,100.0,7301.32,3.8627413252056795,0.3825280898876404,2167.0,7.5600000000000005,5.898117377774495,2.557634747387262,0.0,0.0
UInt16[0x8549],4,1,11,8,600000,100.0,100.0,4226.56,3.619362657309911,0.333876404494382,2749.0,7.984999999999999,6.674204562328411,2.3409475530503236,0.0,0.0
UInt16[0x8712],4,1,11,8,600000,100.0,100.0,12217.73,4.085743942900671,0.28441011235955055,3396.0,8.46,7.0355615921843,2.453693030679213,0.0,0.0
UInt16[0x871f],4,1,11,8,600000,100.0,100.0,13695.2,4.136086786480736,0.3423876404494382,2705.0,7.945,5.798809731278889,2.345780542700495,0.0,0.0
UInt16[0x8766],4,1,11,8,600000,100.0,100.0,6623.075,3.821048851184965,0.32536516853932584,2390.0,8.11,6.863677655454449,2.4497881680600013,0.0,0.0
UInt16[0x87c7],4,1,11,8,600000,100.0,100.0,7113.165000000001,3.851156243485719,0.3896067415730337,2074.0,7.5649999999999995,5.824847450197825,2.512984036907942,0.0,0.0
UInt16[0x8824],4,1,11,8,600000,100.0,100.0,5816.985000000001,3.7636365207305973,0.34519662921348315,2266.0,7.91,6.598603359972596,2.1342005592201017,0.0,0.0
UInt16[0x8921],4,1,11,8,600000,100.0,100.0,3683.96,3.5661717010424145,0.37514044943820224,1938.0,7.625,6.144575261728988,2.3392316764251126,0.0,0.0
UInt16[0x8b00],4,1,11,8,600000,100.0,100.0,2928.925,3.4660964644376255,0.40558988764044945,1777.0,7.455,5.4816707284244295,2.184874034331014,0.0,0.0
UInt16[0x8b66],4,1,11,8,600000,100.0,100.0,9732.904999999999,3.9872859474268356,0.29019662921348316,2894.0,8.425,6.986365460988882,2.5025950380525277,0.0,0.0
UInt16[0x8c0c],4,1,11,8,600000,100.0,100.0,2047.04,3.3111261319899015,0.47685393258426967,1163.0,6.904999999999999,4.842217187261797,2.3955416859055445,0.0,0.0
UInt16[0x8c8d],4,1,11,8,600000,100.0,100.0,4264.26,3.6267111270647385,0.40522471910112356,1679.0,7.52,5.622714068352725,2.6674657269352564,0.0,0.0
UInt16[0x8cef],4,1,11,8,600000,100.0,100.0,7096.45,3.850194086703425,0.338061797752809,2327.0,8.055,6.0355314496086745,2.5902707801848743,0.0,0.0
UInt16[0x8d05],4,1,11,8,600000,100.0,100.0,1157.17,3.0631513831451986,0.463061797752809,1384.0,6.9,5.133218553775523,2.62276077411599,0.0,0.0
UInt16[0x8d73],4,1,11,8,600000,100.0,100.0,8044.950000000001,3.9045412937148347,0.33367977528089887,2872.0,7.98,6.5156771072313395,2.4428868837987485,0.0,0.0
UInt16[0x8de9],4,1,11,8,600000,100.0,100.0,27886.975,4.4439743073414135,0.23691011235955056,4541.0,8.879999999999999,7.7044057034911315,2.4725520905386045,0.0,0.0
UInt16[0x8e11],4,1,11,8,600000,100.0,100.0,6130.975,3.786675963904071,0.35943820224719103,2395.0,7.77,6.227951762777607,2.411796793323761,0.0,0.0
UInt16[0x8e72],4,1,11,8,600000,100.0,100.0,11308.695,4.053071228859147,0.2614887640449438,3740.0,8.65,7.404862432590971,2.533438150040797,0.0,0.0
UInt16[0x9066],4,1,11,8,600000,100.0,100.0,3787.51,3.57756767987144,0.3868539325842697,2068.0,7.51,6.04869942436701,2.329841336604343,0.0,0.0
UInt16[0x908a],4,1,11,8,600000,100.0,100.0,9862.0,3.9932598836038293,0.3064606741573034,2865.0,8.205,6.754263083653228,2.311811867389349,0.0,0.0
UInt16[0x9131],4,1,11,8,600000,100.0,100.0,3865.665,3.5872241269023912,0.3926123595505618,1930.0,7.515000000000001,5.626201140659852,2.488045789799559,0.0,0.0
UInt16[0x918b],4,1,11,8,600000,100.0,100.0,18666.985,4.270634879096557,0.24873595505617976,4372.0,8.774999999999999,7.49465707770881,2.5140677770360904,0.0,0.0
UInt16[0x91bb],4,1,11,8,600000,100.0,100.0,6542.575,3.8156993606033973,0.3678932584269663,2088.0,7.715,5.9324782066167465,2.6037743952674006,0.0,0.0
UInt16[0x9289],4,1,11,8,600000,100.0,100.0,21280.085,4.324160398396325,0.2556741573033708,3927.0,8.690000000000001,7.4467393221002425,2.4435076430276474,0.0,0.0
UInt16[0x92be],4,1,11,8,600000,100.0,100.0,14586.29,4.163482687631621,0.3064325842696629,2877.0,8.215,6.723304982124869,2.567855161854903,0.0,0.0
UInt16[0x9378],4,1,11,8,600000,100.0,100.0,17663.535,4.246250433023272,0.22775280898876404,4411.0,9.0,7.785396202708839,2.4373485232775174,0.0,0.0
UInt16[0x937d],4,1,11,8,600000,100.0,100.0,3486.42,3.541410935604301,0.35915730337078655,2350.0,7.779999999999999,6.462952254341401,2.3269278254054377,0.0,0.0
UInt16[0x939c],4,1,11,8,600000,100.0,100.0,2063.045,3.314439616113253,0.4009831460674157,2046.0,7.385,6.164326474568968,2.2786091359400924,0.0,0.0
UInt16[0x93ff],4,1,11,8,600000,100.0,100.0,1558.475,3.192440864405535,0.4465449438202247,1553.0,7.12,5.17997719314423,2.151254206220581,0.0,0.0
UInt16[0x9409],4,1,11,8,600000,100.0,100.0,13927.39,4.143611333540685,0.2914325842696629,3111.0,8.4,7.225095827507049,2.424230009467359,0.0,0.0
UInt16[0x94ae],4,1,11,8,600000,100.0,100.0,24088.84,4.381459205249133,0.22643258426966292,4383.0,8.975,7.608861032629293,2.575113545820466,0.0,0.0
UInt16[0x94e6],4,1,11,8,600000,100.0,100.0,32429.370000000003,4.509095738743072,0.2173876404494382,4676.0,9.035,7.807684633371663,2.543716988020868,0.0,0.0
UInt16[0x958d],4,1,11,8,600000,100.0,100.0,19467.79,4.289305799634068,0.25882022471910116,3857.0,8.71,7.1968431015755865,2.6489636823406038,0.0,0.0
UInt16[0x9833],4,1,11,8,600000,100.0,100.0,6692.54,3.825548133443699,0.3922191011235955,2043.0,7.58,5.784932961745527,2.4615878212286084,0.0,0.0
UInt16[0x9848],4,1,11,8,600000,100.0,100.0,6321.32,3.800002089556501,0.3204213483146068,2797.0,8.125,6.661044894963062,2.311436997739091,0.0,0.0
UInt16[0x9893],4,1,11,8,600000,100.0,100.0,9337.01,3.969743366643664,0.3206741573033708,2821.0,8.11,6.775498375828706,2.415518185591686,0.0,0.0
UInt16[0x9921],4,1,11,8,600000,100.0,100.0,5821.205,3.7646761898748524,0.32808988764044944,2632.0,8.035,6.673601033415417,2.362009034938745,0.0,0.0
UInt16[0x9999],4,1,11,8,600000,100.0,100.0,182.99,2.2624211290086187,0.5825280898876404,918.0,6.2,4.6752528524785495,2.6991908644929272,0.0,0.0
UInt16[0x9a0d],4,1,11,8,600000,100.0,100.0,28167.75,4.449701878807346,0.23873595505617978,4561.0,8.83,7.480830346234762,2.5565212784431743,0.0,0.0
