# date and time: 2022-05-23T10:01:54.776
# host: fluda.cs.umt.edu with 24  processes: 
# 8395.285683 seconds 
# funcs: Func[Func(&, 2, "AND"), Func(|, 2, "OR"), Func(xor, 2, "XOR"), Func(Main.CGP.Nand, 2, "NAND"), Func(Main.CGP.Nor, 2, "NOR")]
# use_lincircuit: true
# maxreps: 200
# iter_maxreps: 100
# numinputs: 4
# numoutputs: 1
# numinstructions: 10
# numregisters: 2
# max_steps: 600000
goal,numinputs,numoutputs,numinstructs,numregisters,maxsteps,ntries,nsuccesses,avg_steps,log_avg_steps,robustness,evo_count,nactive,complexity,degeneracy,sumsteps,sumtries
UInt16[0x48b4],4,1,10,2,600000,100.0,100.0,28863.5,4.456194585939787,0.3244,1603.0,0.0,7.77216775510032,0.0,0.0,0.0
UInt16[0x48f1],4,1,10,2,600000,134.0,100.0,409709.03500000003,5.612429081031127,0.18176666666666666,3058.0,0.0,7.977603148714727,0.0,0.0,0.0
UInt16[0x4933],4,1,10,2,600000,100.5,100.0,42025.869999999995,4.623489231938498,0.3191666666666667,1510.0,0.0,7.467121296002823,0.0,0.0,0.0
UInt16[0x495a],4,1,10,2,600000,100.0,100.0,38760.595,4.586053047809484,0.338,1247.0,0.0,7.535237808981718,0.0,0.0,0.0
UInt16[0x498e],4,1,10,2,600000,125.0,100.0,344275.01,5.534238720766341,0.17626666666666668,3247.0,0.0,8.40057247958567,0.0,0.0,0.0
UInt16[0x4a9d],4,1,10,2,600000,117.5,100.0,287496.35,5.456794085729194,0.1678,3098.0,0.0,8.33886370040667,0.0,0.0,0.0
UInt16[0x4b71],4,1,10,2,600000,147.0,97.5,477007.9457894737,5.677707874803488,0.14634210526315788,3421.0,0.0,8.087517644332177,0.0,0.0,0.0
UInt16[0x4be7],4,1,10,2,600000,107.5,100.0,178607.62,5.243803072462051,0.20346666666666668,2629.0,0.0,7.987822508846859,0.0,0.0,0.0
UInt16[0x4c56],4,1,10,2,600000,101.0,100.0,101365.535,5.005850781562928,0.2546,2182.0,0.0,7.726683692512274,0.0,0.0,0.0
UInt16[0x4c71],4,1,10,2,600000,142.5,94.5,490998.8443258427,5.682394702649318,0.1882621722846442,2801.0,0.0,7.6445114037443425,0.0,0.0,0.0
UInt16[0x4cf6],4,1,10,2,600000,102.5,100.0,144075.7,5.158426999985236,0.24333333333333335,2250.0,0.0,7.790025388028772,0.0,0.0,0.0
UInt16[0x4d04],4,1,10,2,600000,106.0,100.0,187461.31,5.2728804510520355,0.21213333333333334,2622.0,0.0,7.175969951585719,0.0,0.0,0.0
UInt16[0x4e14],4,1,10,2,600000,102.0,100.0,104631.985,5.014476766452119,0.22363333333333335,2341.0,0.0,7.939166815867417,0.0,0.0,0.0
UInt16[0x4f29],4,1,10,2,600000,103.0,100.0,69841.79,4.838607284403524,0.2821,1938.0,0.0,7.73204268868121,0.0,0.0,0.0
UInt16[0x4fc5],4,1,10,2,600000,100.0,100.0,38686.83,4.586685764231136,0.27216666666666667,2009.0,0.0,7.588274038394685,0.0,0.0,0.0
UInt16[0x4ff3],4,1,10,2,600000,100.0,100.0,43227.369999999995,4.634989748436747,0.3395,1490.0,0.0,7.445080037949522,0.0,0.0,0.0
UInt16[0x5073],4,1,10,2,600000,100.0,100.0,15839.985,4.1970273184387,0.4197666666666667,1036.0,0.0,6.6773811966316154,0.0,0.0,0.0
UInt16[0x50a3],4,1,10,2,600000,100.5,100.0,78815.25,4.894269790527005,0.32356666666666667,1603.0,0.0,7.157639484569321,0.0,0.0,0.0
UInt16[0x530b],4,1,10,2,600000,105.0,100.0,148919.33000000002,5.170657731619587,0.25816666666666666,2347.0,0.0,7.697376353946566,0.0,0.0,0.0
UInt16[0x538d],4,1,10,2,600000,150.0,91.5,555663.1011135058,5.743129985806328,0.16367097701149425,3314.0,0.0,7.53531838841905,0.0,0.0,0.0
UInt16[0x5471],4,1,10,2,600000,103.5,100.0,98266.97,4.991941081004131,0.25356666666666666,2126.0,0.0,7.637562473269176,0.0,0.0,0.0
UInt16[0x5572],4,1,10,2,600000,100.0,100.0,15614.935000000001,4.192758398006622,0.36883333333333335,942.0,0.0,7.2673783750353085,0.0,0.0,0.0
UInt16[0x5652],4,1,10,2,600000,100.0,100.0,17909.36,4.251917752723317,0.4736666666666667,824.0,0.0,7.267145686964337,0.0,0.0,0.0
UInt16[0x56b3],4,1,10,2,600000,105.5,100.0,110206.185,5.036786553510086,0.23556666666666667,2455.0,0.0,7.9839146489409565,0.0,0.0,0.0
UInt16[0x56b7],4,1,10,2,600000,105.0,100.0,122424.03,5.070601865179404,0.22493333333333332,2491.0,0.0,7.894458411228149,0.0,0.0,0.0
UInt16[0x56df],4,1,10,2,600000,105.5,100.0,171760.425,5.234843004486036,0.29503333333333337,1863.0,0.0,7.724734095691014,0.0,0.0,0.0
UInt16[0x575c],4,1,10,2,600000,100.5,100.0,45534.05499999999,4.6560992651593285,0.31503333333333333,1290.0,0.0,7.539845722848284,0.0,0.0,0.0
UInt16[0x57d2],4,1,10,2,600000,101.5,100.0,113157.475,5.053683235918051,0.25453333333333333,2055.0,0.0,7.8534522976776895,0.0,0.0,0.0
UInt16[0x57fc],4,1,10,2,600000,100.0,100.0,31451.855,4.497494830419182,0.3751333333333333,1044.0,0.0,6.950341754975691,0.0,0.0,0.0
UInt16[0x5805],4,1,10,2,600000,102.0,100.0,77866.74,4.891162130098347,0.3375666666666667,1662.0,0.0,7.362530253196438,0.0,0.0,0.0
UInt16[0x589f],4,1,10,2,600000,124.5,100.0,325591.665,5.512622854356689,0.19656666666666667,2970.0,0.0,8.031648291144762,0.0,0.0,0.0
UInt16[0x5a18],4,1,10,2,600000,100.0,100.0,59512.71,4.771689235242901,0.40269999999999995,1247.0,0.0,7.604449833683287,0.0,0.0,0.0
UInt16[0x5a9e],4,1,10,2,600000,100.0,100.0,106073.935,5.022612011348974,0.28126666666666666,1585.0,0.0,7.667868466402948,0.0,0.0,0.0
UInt16[0x5b57],4,1,10,2,600000,100.0,100.0,45216.869999999995,4.655290067806744,0.35919999999999996,1246.0,0.0,7.30570600704788,0.0,0.0,0.0
UInt16[0x5bbc],4,1,10,2,600000,115.0,100.0,245212.07,5.3891821607493515,0.18496666666666667,2865.0,0.0,8.12365658181861,0.0,0.0,0.0
UInt16[0x5c88],4,1,10,2,600000,100.0,100.0,67473.425,4.829116479308237,0.26416666666666666,1851.0,0.0,7.575993826625699,0.0,0.0,0.0
UInt16[0x5cb2],4,1,10,2,600000,109.0,100.0,170001.8,5.230448974553547,0.22716666666666668,2179.0,0.0,7.843944964429033,0.0,0.0,0.0
UInt16[0x5cbb],4,1,10,2,600000,101.5,100.0,110041.845,5.041501067889406,0.23273333333333335,2314.0,0.0,7.749673842339904,0.0,0.0,0.0
UInt16[0x5cec],4,1,10,2,600000,100.0,100.0,44517.62,4.648162130432031,0.33786666666666665,1247.0,0.0,7.2500468233555555,0.0,0.0,0.0
UInt16[0x5e38],4,1,10,2,600000,102.5,100.0,68583.985,4.829212544026012,0.2837,1779.0,0.0,7.873062417661163,0.0,0.0,0.0
UInt16[0x5ecd],4,1,10,2,600000,110.0,100.0,195495.11,5.289423386624527,0.2005,2613.0,0.0,7.767228124749595,0.0,0.0,0.0
UInt16[0x5f2a],4,1,10,2,600000,100.0,100.0,21881.11,4.337232670748165,0.3721,1141.0,0.0,7.293864085108617,0.0,0.0,0.0
UInt16[0x5f31],4,1,10,2,600000,106.5,100.0,117598.265,5.068258023568617,0.2832,1814.0,0.0,7.397027040588806,0.0,0.0,0.0
UInt16[0x5f5c],4,1,10,2,600000,100.0,100.0,20180.82,4.302618291218771,0.49,765.0,0.0,6.681929068383981,0.0,0.0,0.0
UInt16[0x60c8],4,1,10,2,600000,100.0,100.0,77482.935,4.8890136877193004,0.35350000000000004,1268.0,0.0,7.21471204636331,0.0,0.0,0.0
UInt16[0x60dd],4,1,10,2,600000,101.0,100.0,94386.61,4.9745363869368155,0.258,1978.0,0.0,7.649201957794393,0.0,0.0,0.0
UInt16[0x61a1],4,1,10,2,600000,100.0,100.0,47977.265,4.680963652742497,0.30466666666666664,1772.0,0.0,7.691897439297027,0.0,0.0,0.0
UInt16[0x61a4],4,1,10,2,600000,107.0,100.0,167739.96000000002,5.224632685420127,0.2498,1991.0,0.0,7.838662216515923,0.0,0.0,0.0
UInt16[0x637a],4,1,10,2,600000,101.5,100.0,115911.97,5.0636462661527535,0.2505,2453.0,0.0,8.01492154586032,0.0,0.0,0.0
UInt16[0x63c6],4,1,10,2,600000,100.5,100.0,32615.61,4.508815098777007,0.3832333333333333,1238.0,0.0,7.666643661816668,0.0,0.0,0.0
UInt16[0x6406],4,1,10,2,600000,100.0,100.0,37857.36,4.5758667874913,0.34413333333333335,1270.0,0.0,7.643339075658671,0.0,0.0,0.0
UInt16[0x6589],4,1,10,2,600000,116.5,100.0,295688.37,5.470746123492011,0.22820000000000001,2340.0,0.0,8.13320898855879,0.0,0.0,0.0
UInt16[0x6621],4,1,10,2,600000,146.0,98.0,454283.32979166665,5.655518232112494,0.2605208333333333,1824.0,0.0,7.509149499868382,0.0,0.0,0.0
UInt16[0x66fb],4,1,10,2,600000,118.0,100.0,301875.445,5.478686753297953,0.3321,1398.0,0.0,7.593981741349679,0.0,0.0,0.0
UInt16[0x6780],4,1,10,2,600000,133.0,100.0,411065.53,5.613883937214469,0.2121,2200.0,0.0,7.755294320481299,0.0,0.0,0.0
UInt16[0x67f0],4,1,10,2,600000,100.0,100.0,44132.104999999996,4.644650223302151,0.29163333333333336,1754.0,0.0,7.77870842033097,0.0,0.0,0.0
UInt16[0x686c],4,1,10,2,600000,127.0,100.0,339145.775,5.529893666890323,0.33503333333333335,1336.0,0.0,7.223511279676211,0.0,0.0,0.0
UInt16[0x696f],4,1,10,2,600000,100.0,100.0,22526.465,4.349909814594579,0.4386,1006.0,0.0,7.441035511210309,0.0,0.0,0.0
UInt16[0x6a2d],4,1,10,2,600000,110.0,100.0,145710.325,5.158448844885548,0.20586666666666667,2795.0,0.0,8.124418516027161,0.0,0.0,0.0
UInt16[0x6aae],4,1,10,2,600000,102.0,100.0,148949.89,5.170486455444301,0.30313333333333337,1485.0,0.0,7.190476703552668,0.0,0.0,0.0
UInt16[0x6b1c],4,1,10,2,600000,103.0,100.0,69364.43,4.841099845787721,0.2529,2127.0,0.0,8.15399733208441,0.0,0.0,0.0
UInt16[0x6b31],4,1,10,2,600000,101.0,100.0,82394.93,4.9147682447911185,0.26703333333333334,1827.0,0.0,7.669537816062762,0.0,0.0,0.0
UInt16[0x6c23],4,1,10,2,600000,106.0,100.0,217433.25,5.337200238367883,0.2833,1848.0,0.0,7.694686321411853,0.0,0.0,0.0
UInt16[0x6c76],4,1,10,2,600000,146.5,100.0,521835.695,5.717495583721236,0.22083333333333333,2218.0,0.0,7.8599386854697215,0.0,0.0,0.0
UInt16[0x6c87],4,1,10,2,600000,106.0,100.0,167439.465,5.223038262505607,0.2028,2630.0,0.0,8.277708624068564,0.0,0.0,0.0
UInt16[0x6cd3],4,1,10,2,600000,100.0,100.0,96391.92499999999,4.9840047848296285,0.31523333333333337,1533.0,0.0,7.782827038699749,0.0,0.0,0.0
UInt16[0x6de1],4,1,10,2,600000,103.0,100.0,91132.505,4.943973992860449,0.25153333333333333,2209.0,0.0,8.089974702682184,0.0,0.0,0.0
UInt16[0x6e1b],4,1,10,2,600000,101.0,100.0,76056.73,4.880852784971947,0.21626666666666666,2442.0,0.0,8.100667034795999,0.0,0.0,0.0
UInt16[0x6ebb],4,1,10,2,600000,100.5,100.0,69246.93,4.83868215834161,0.3655333333333334,1487.0,0.0,7.542344143262252,0.0,0.0,0.0
UInt16[0x6fb0],4,1,10,2,600000,100.0,100.0,26908.83,4.429506675093862,0.35919999999999996,1188.0,0.0,7.765346687509931,0.0,0.0,0.0
UInt16[0x6fd2],4,1,10,2,600000,127.0,100.0,322753.70999999996,5.508871243062465,0.20173333333333332,2290.0,0.0,8.196039800961902,0.0,0.0,0.0
UInt16[0x6feb],4,1,10,2,600000,100.0,100.0,70478.7,4.848056968070866,0.32766666666666666,1548.0,0.0,7.765036989893064,0.0,0.0,0.0
UInt16[0x707b],4,1,10,2,600000,103.5,100.0,109247.685,5.038401390660052,0.27803333333333335,1960.0,0.0,7.390087153329279,0.0,0.0,0.0
UInt16[0x70af],4,1,10,2,600000,100.0,100.0,19074.934999999998,4.280221183665178,0.3972,1192.0,0.0,7.346925787375107,0.0,0.0,0.0
UInt16[0x7174],4,1,10,2,600000,100.0,100.0,54390.520000000004,4.735407630954463,0.32333333333333336,1266.0,0.0,7.5459256741227385,0.0,0.0,0.0
UInt16[0x7199],4,1,10,2,600000,100.0,100.0,69577.575,4.841088200894012,0.2587666666666667,2118.0,0.0,7.84450914205479,0.0,0.0,0.0
UInt16[0x71b6],4,1,10,2,600000,115.5,100.0,196110.085,5.292485969139602,0.20500000000000002,2785.0,0.0,8.382616232747782,0.0,0.0,0.0
UInt16[0x71d9],4,1,10,2,600000,102.5,100.0,88178.685,4.943590363798393,0.21586666666666668,2530.0,0.0,7.811734141334082,0.0,0.0,0.0
UInt16[0x72d1],4,1,10,2,600000,115.0,100.0,210333.20500000002,5.321759959975679,0.19253333333333333,2782.0,0.0,7.907326472860056,0.0,0.0,0.0
UInt16[0x739d],4,1,10,2,600000,100.0,100.0,57386.145000000004,4.758131034985002,0.27016666666666667,1841.0,0.0,7.796922148011356,0.0,0.0,0.0
UInt16[0x745f],4,1,10,2,600000,114.0,100.0,295028.33999999997,5.469778695018225,0.2553333333333333,2077.0,0.0,7.865345220592749,0.0,0.0,0.0
UInt16[0x7690],4,1,10,2,600000,102.5,100.0,111560.54500000001,5.039437611514552,0.23386666666666667,2222.0,0.0,7.782021258780116,0.0,0.0,0.0
UInt16[0x76a0],4,1,10,2,600000,100.5,100.0,116778.2,5.067069899740034,0.24563333333333331,2056.0,0.0,7.765901918046138,0.0,0.0,0.0
UInt16[0x7783],4,1,10,2,600000,102.5,100.0,82858.015,4.903380481703012,0.28090000000000004,1662.0,0.0,7.478231168728646,0.0,0.0,0.0
UInt16[0x7794],4,1,10,2,600000,107.5,100.0,198469.83500000002,5.296235460393451,0.21516666666666667,2517.0,0.0,8.086661059312402,0.0,0.0,0.0
UInt16[0x77a7],4,1,10,2,600000,100.0,100.0,37144.2,4.569634987898274,0.3484666666666667,1513.0,0.0,7.203819334536317,0.0,0.0,0.0
UInt16[0x77b4],4,1,10,2,600000,101.0,100.0,42104.59,4.624296587559571,0.3539,1517.0,0.0,7.374242455868416,0.0,0.0,0.0
UInt16[0x77eb],4,1,10,2,600000,100.0,100.0,77455.94,4.888986458655449,0.3466,1540.0,0.0,7.458311928582621,0.0,0.0,0.0
UInt16[0x78b3],4,1,10,2,600000,101.0,100.0,70294.48999999999,4.8459785296619575,0.24046666666666666,2467.0,0.0,7.7459665166311495,0.0,0.0,0.0
UInt16[0x78cd],4,1,10,2,600000,150.0,87.0,640707.541218638,5.804257978616577,0.19027213593521836,2638.0,0.0,6.964903934833151,0.0,0.0,0.0
UInt16[0x7906],4,1,10,2,600000,100.5,100.0,67372.04000000001,4.826856667417492,0.26393333333333335,2135.0,0.0,8.143400236551894,0.0,0.0,0.0
UInt16[0x7954],4,1,10,2,600000,112.5,100.0,231955.94,5.365155849605582,0.22936666666666666,2181.0,0.0,7.936803050802382,0.0,0.0,0.0
UInt16[0x7a4f],4,1,10,2,600000,100.0,100.0,99075.715,4.995912789767692,0.23496666666666666,2330.0,0.0,7.7705188488597035,0.0,0.0,0.0
UInt16[0x7b34],4,1,10,2,600000,107.0,100.0,169163.8,5.228212905625183,0.24006666666666665,2264.0,0.0,8.065005917018379,0.0,0.0,0.0
UInt16[0x7b42],4,1,10,2,600000,107.5,100.0,182467.435,5.260940683811118,0.19823333333333332,2495.0,0.0,8.072154413682084,0.0,0.0,0.0
UInt16[0x7b9c],4,1,10,2,600000,125.0,100.0,294395.735,5.46820660814025,0.20323333333333332,2235.0,0.0,8.041328423763911,0.0,0.0,0.0
UInt16[0x7bd7],4,1,10,2,600000,102.5,100.0,152909.55,5.184186292936644,0.23173333333333335,2621.0,0.0,7.669848837483755,0.0,0.0,0.0
UInt16[0x7be2],4,1,10,2,600000,100.0,100.0,45688.66,4.658239224950277,0.2853,1801.0,0.0,7.5805749077205675,0.0,0.0,0.0
UInt16[0x7c69],4,1,10,2,600000,108.0,100.0,126453.26000000001,5.09768093957711,0.2997666666666667,1763.0,0.0,7.69280637598291,0.0,0.0,0.0
UInt16[0x7d1c],4,1,10,2,600000,121.0,100.0,315296.705,5.496275384396691,0.2132,2602.0,0.0,7.926083340086745,0.0,0.0,0.0
UInt16[0x7d6b],4,1,10,2,600000,110.0,100.0,163200.745,5.212657899778959,0.24196666666666666,2214.0,0.0,8.23228218754253,0.0,0.0,0.0
UInt16[0x7d78],4,1,10,2,600000,100.0,100.0,37079.945,4.565978093415239,0.3428,1306.0,0.0,7.126108244470402,0.0,0.0,0.0
UInt16[0x7e18],4,1,10,2,600000,105.5,100.0,126634.10500000001,5.101619997675941,0.2756,1906.0,0.0,7.985561714572212,0.0,0.0,0.0
UInt16[0x7e66],4,1,10,2,600000,100.5,100.0,81170.945,4.908634214691824,0.3675333333333333,1414.0,0.0,7.389492013893079,0.0,0.0,0.0
UInt16[0x7ef0],4,1,10,2,600000,100.0,100.0,72687.815,4.861082638036422,0.3688,1376.0,0.0,7.329625776756838,0.0,0.0,0.0
UInt16[0x7f98],4,1,10,2,600000,150.0,79.0,777191.734568896,5.888294622913559,0.21045715820574806,2301.0,0.0,6.242084782383303,0.0,0.0,0.0
UInt16[0x7fb0],4,1,10,2,600000,100.0,100.0,30452.325,4.483590833375118,0.3754,1147.0,0.0,7.262855446239255,0.0,0.0,0.0
UInt16[0x800d],4,1,10,2,600000,100.0,100.0,63837.450000000004,4.800023138496012,0.3042666666666667,1642.0,0.0,7.182831910344413,0.0,0.0,0.0
UInt16[0x81e4],4,1,10,2,600000,105.5,100.0,137920.11,5.138642670876813,0.17516666666666666,3119.0,0.0,8.208703392109399,0.0,0.0,0.0
UInt16[0x8241],4,1,10,2,600000,100.0,100.0,65878.775,4.818712743266062,0.4146666666666667,934.0,0.0,7.132309470839248,0.0,0.0,0.0
UInt16[0x82f8],4,1,10,2,600000,101.0,100.0,103595.905,5.015290028081589,0.23886666666666667,2181.0,0.0,7.739855381067128,0.0,0.0,0.0
UInt16[0x82fd],4,1,10,2,600000,100.0,100.0,27610.48,4.439288012027825,0.3284,1435.0,0.0,7.441201143084851,0.0,0.0,0.0
UInt16[0x834d],4,1,10,2,600000,150.0,93.5,613734.1978952185,5.7878960840398745,0.18328567070845725,2960.0,0.0,7.607876454793033,0.0,0.0,0.0
UInt16[0x841a],4,1,10,2,600000,106.5,100.0,114533.36,5.057826235433652,0.25216666666666665,2142.0,0.0,8.215661366406518,0.0,0.0,0.0
UInt16[0x8446],4,1,10,2,600000,150.0,47.5,1.496289088888889e6,6.174947418077642,0.27778518518518514,1315.0,0.0,3.5757531699803526,0.0,0.0,0.0
UInt16[0x8479],4,1,10,2,600000,132.0,100.0,395751.52,5.595127582184914,0.23696666666666666,2372.0,0.0,8.156278269871107,0.0,0.0,0.0
UInt16[0x84ec],4,1,10,2,600000,133.5,100.0,435883.945,5.638338180845972,0.28436666666666666,1505.0,0.0,7.341063457162467,0.0,0.0,0.0
UInt16[0x8507],4,1,10,2,600000,100.0,100.0,49338.445,4.690355870958623,0.3564,1555.0,0.0,7.371161749923436,0.0,0.0,0.0
UInt16[0x8549],4,1,10,2,600000,104.0,100.0,88750.675,4.946221331108508,0.2994,1827.0,0.0,7.800959448981191,0.0,0.0,0.0
UInt16[0x8712],4,1,10,2,600000,103.0,100.0,116318.08,5.065104889900971,0.24046666666666666,2324.0,0.0,8.01538860763288,0.0,0.0,0.0
UInt16[0x871f],4,1,10,2,600000,144.5,95.0,531818.7511111111,5.721676729438347,0.30970740740740743,1343.0,0.0,6.267819654812246,0.0,0.0,0.0
UInt16[0x8766],4,1,10,2,600000,101.5,100.0,89102.08,4.948077701533224,0.2834333333333333,1666.0,0.0,7.841113151971289,0.0,0.0,0.0
UInt16[0x87c7],4,1,10,2,600000,100.0,100.0,43312.64,4.636447309136204,0.39903333333333335,1126.0,0.0,7.283683742897447,0.0,0.0,0.0
UInt16[0x8824],4,1,10,2,600000,100.0,100.0,100713.34,5.002886787928738,0.30366666666666664,1696.0,0.0,7.728566909519358,0.0,0.0,0.0
UInt16[0x8921],4,1,10,2,600000,102.5,100.0,61205.85,4.783624715214289,0.3033,1980.0,0.0,7.423473134931196,0.0,0.0,0.0
UInt16[0x8b00],4,1,10,2,600000,100.0,100.0,7961.995,3.9009075144060352,0.4449666666666667,767.0,0.0,6.734182824812629,0.0,0.0,0.0
UInt16[0x8b66],4,1,10,2,600000,100.0,100.0,66518.505,4.821958077792834,0.3157333333333333,1594.0,0.0,8.050662760614603,0.0,0.0,0.0
UInt16[0x8c0c],4,1,10,2,600000,100.0,100.0,3663.19,3.5636169918381,0.5546333333333333,489.0,0.0,6.583485795057873,0.0,0.0,0.0
UInt16[0x8c8d],4,1,10,2,600000,126.5,100.0,367222.575,5.564924039613318,0.33730000000000004,1359.0,0.0,6.858854111345175,0.0,0.0,0.0
UInt16[0x8cef],4,1,10,2,600000,100.5,100.0,105847.79000000001,5.0242706515216415,0.3133666666666667,1319.0,0.0,7.22427574420774,0.0,0.0,0.0
UInt16[0x8d05],4,1,10,2,600000,100.0,100.0,7479.01,3.8738428195070105,0.4504,972.0,0.0,6.710927311788387,0.0,0.0,0.0
UInt16[0x8d73],4,1,10,2,600000,110.0,100.0,215944.74,5.334075727752838,0.28273333333333334,1705.0,0.0,7.519941782047818,0.0,0.0,0.0
UInt16[0x8de9],4,1,10,2,600000,106.0,100.0,166803.5,5.222076614507578,0.18756666666666666,3008.0,0.0,8.105726608511478,0.0,0.0,0.0
UInt16[0x8e11],4,1,10,2,600000,102.0,100.0,86784.32,4.928638266455584,0.29766666666666663,1944.0,0.0,7.492891398751531,0.0,0.0,0.0
UInt16[0x8e72],4,1,10,2,600000,104.5,100.0,112544.64,5.050508742399329,0.22873333333333334,2253.0,0.0,8.096469747987204,0.0,0.0,0.0
UInt16[0x9066],4,1,10,2,600000,100.0,100.0,41990.09,4.6219379803080365,0.387,1391.0,0.0,7.703231191634776,0.0,0.0,0.0
UInt16[0x908a],4,1,10,2,600000,110.0,100.0,180513.3,5.255413276551688,0.27446666666666664,1916.0,0.0,7.799076667217408,0.0,0.0,0.0
UInt16[0x9131],4,1,10,2,600000,100.0,100.0,31281.7,4.487417071502939,0.3691,1367.0,0.0,7.219198663359285,0.0,0.0,0.0
UInt16[0x918b],4,1,10,2,600000,131.5,100.0,352063.305,5.543871451798028,0.19829999999999998,2518.0,0.0,8.141381145786614,0.0,0.0,0.0
UInt16[0x91bb],4,1,10,2,600000,100.0,100.0,18451.355,4.26028163080213,0.3774666666666667,1245.0,0.0,7.398192031692735,0.0,0.0,0.0
UInt16[0x9289],4,1,10,2,600000,115.0,100.0,252100.78,5.4011762954857545,0.1873,2671.0,0.0,8.069107725702235,0.0,0.0,0.0
UInt16[0x92be],4,1,10,2,600000,105.0,100.0,115685.28,5.051845358660102,0.2445,2216.0,0.0,7.922807277731092,0.0,0.0,0.0
UInt16[0x9378],4,1,10,2,600000,105.5,100.0,157348.135,5.196574402024681,0.21036666666666667,2422.0,0.0,8.183707040162453,0.0,0.0,0.0
UInt16[0x937d],4,1,10,2,600000,101.5,100.0,56573.04,4.75260948856066,0.32656666666666667,1555.0,0.0,7.3746930093348375,0.0,0.0,0.0
UInt16[0x939c],4,1,10,2,600000,100.0,100.0,7169.485000000001,3.8552151642789947,0.45443333333333336,975.0,0.0,7.60926941783193,0.0,0.0,0.0
UInt16[0x93ff],4,1,10,2,600000,100.0,100.0,3481.5699999999997,3.541020746471543,0.5471666666666666,503.0,0.0,6.6136146260402375,0.0,0.0,0.0
UInt16[0x9409],4,1,10,2,600000,123.0,100.0,306094.25,5.4858317408827,0.1877,2761.0,0.0,8.167125828852635,0.0,0.0,0.0
UInt16[0x94ae],4,1,10,2,600000,107.5,100.0,192002.26,5.279643858714026,0.18243333333333334,2991.0,0.0,8.18193536692537,0.0,0.0,0.0
UInt16[0x94e6],4,1,10,2,600000,110.5,100.0,257734.22499999998,5.411024808175379,0.18083333333333335,2653.0,0.0,8.227500796394809,0.0,0.0,0.0
UInt16[0x958d],4,1,10,2,600000,108.5,100.0,215230.39,5.332839972325903,0.21936666666666665,2649.0,0.0,7.964733105563296,0.0,0.0,0.0
UInt16[0x9833],4,1,10,2,600000,100.0,100.0,54911.555,4.737024201774289,0.40063333333333334,1071.0,0.0,7.376987297228318,0.0,0.0,0.0
UInt16[0x9848],4,1,10,2,600000,100.0,100.0,80616.60500000001,4.906237696469839,0.3430333333333333,1494.0,0.0,7.397336599128632,0.0,0.0,0.0
UInt16[0x9893],4,1,10,2,600000,107.0,100.0,199760.97,5.298049448704209,0.2824,1716.0,0.0,7.857053108562695,0.0,0.0,0.0
UInt16[0x9921],4,1,10,2,600000,104.5,100.0,131766.595,5.117712175356793,0.2663333333333333,1817.0,0.0,7.809470734698891,0.0,0.0,0.0
UInt16[0x9999],4,1,10,2,600000,100.0,100.0,2251.665,3.3513369354658975,0.6853,473.0,0.0,6.384539395607805,0.0,0.0,0.0
UInt16[0x9a0d],4,1,10,2,600000,150.0,70.5,860489.2688128774,5.9346470640541495,0.17565727699530514,2825.0,0.0,5.5848891308868005,0.0,0.0,0.0
UInt16[0x9a17],4,1,10,2,600000,150.0,95.5,530816.1106719368,5.722876849487575,0.16525142731664472,3289.0,0.0,7.81029176363585,0.0,0.0,0.0
UInt16[0x9bd3],4,1,10,2,600000,103.0,100.0,149982.225,5.175854764029052,0.23970000000000002,2179.0,0.0,7.770108904347808,0.0,0.0,0.0
UInt16[0x9cd5],4,1,10,2,600000,109.5,100.0,208531.3,5.31773841864341,0.21226666666666666,2586.0,0.0,7.821490292031615,0.0,0.0,0.0
UInt16[0x9db5],4,1,10,2,600000,102.5,100.0,134393.815,5.126882302790895,0.2308,2226.0,0.0,7.680527963623797,0.0,0.0,0.0
UInt16[0x9dbb],4,1,10,2,600000,101.5,100.0,79474.265,4.895415472204179,0.3367,1582.0,0.0,7.5774451743319435,0.0,0.0,0.0
UInt16[0x9dc3],4,1,10,2,600000,103.5,100.0,133770.57,5.12546687669934,0.24096666666666666,2224.0,0.0,8.032172136305995,0.0,0.0,0.0
UInt16[0x9ef1],4,1,10,2,600000,150.0,83.5,650969.7747126437,5.811784321034663,0.17857040229885057,2432.0,0.0,6.577629981959948,0.0,0.0,0.0
UInt16[0xa021],4,1,10,2,600000,150.0,75.5,799763.2762834036,5.901573237533921,0.3237769573370839,1387.0,0.0,5.368668697011292,0.0,0.0,0.0
UInt16[0xa09c],4,1,10,2,600000,102.0,100.0,64816.545,4.811594913111442,0.29656666666666665,1846.0,0.0,7.624890792488687,0.0,0.0,0.0
UInt16[0xa0d9],4,1,10,2,600000,112.0,100.0,192278.285,5.282398201829789,0.21439999999999998,2710.0,0.0,7.782799976575047,0.0,0.0,0.0
UInt16[0xa24c],4,1,10,2,600000,100.0,100.0,18110.739999999998,4.253246372296249,0.32256666666666667,1511.0,0.0,7.631181919509219,0.0,0.0,0.0
UInt16[0xa26a],4,1,10,2,600000,100.0,100.0,36421.55,4.559976748665953,0.38416666666666666,1152.0,0.0,7.19268748376586,0.0,0.0,0.0
UInt16[0xa28b],4,1,10,2,600000,150.0,78.5,746796.3401559454,5.872590865249217,0.22194444444444444,1960.0,0.0,5.776348739484845,0.0,0.0,0.0
